,,,,Overall,,,,,,,PP,,SH,,Defense,
Anthony Angello,PIT,C,8,1,0,1,-1,4,5,0,0,0,0,0,13,5
Colby Cave,FA,C,11,1,0,1,-3,4,5,0,0,0,0,0,17,3
Ryan Lindgren,NYR,D,60,1,13,14,16,47,47,0,0,0,0,0,94,70
Jan Rutta,TB,D,33,1,6,7,6,14,43,0,0,0,0,0,19,21
Logan Brown,OTT,C,23,1,7,8,0,4,23,1,1,2,0,0,13,11
Nikita Zaitsev,OTT,D,58,1,11,12,-8,22,64,0,0,0,0,0,108,121
Antti Suomela,SJ,C,20,1,6,7,4,4,18,0,0,0,0,0,27,5
Mikey Anderson,LA,D,6,1,0,1,4,0,9,1,0,0,0,0,10,10
Adam Johnson,PIT,C,7,1,1,2,-1,2,5,0,0,0,0,0,4,3
Ville Heinola,WPG,D,8,1,4,5,3,4,10,0,0,1,0,0,3,5
David Gustafsson,WPG,C,22,1,0,1,-2,0,4,1,0,0,0,0,5,6
Carsen Twarynski,PHI,LW,15,1,0,1,-2,4,14,0,0,0,0,0,40,8
Oscar Fantenberg,VAN,D,36,1,5,6,-10,6,45,0,0,1,0,0,67,62
Dennis Gilbert,CHI,D,21,1,2,3,-8,38,12,0,0,0,0,0,74,33
Nicholas Merkley,NJ,C,4,1,1,2,0,2,8,0,0,0,0,0,9,2
Cameron Gaunce,TB,D,3,1,3,4,2,4,5,0,0,0,0,0,5,2
Yannick Weber,NSH,D,41,1,2,3,-1,14,45,1,0,0,0,0,37,38
Jay Bouwmeester,STL,D,56,1,8,9,6,20,53,0,0,0,0,1,42,68
Fredrik Claesson,NJ,D,5,1,1,2,1,0,1,0,0,0,0,0,5,7
Tim Heed,SJ,D,38,1,4,5,-10,2,44,0,0,1,0,0,16,30
Micheal Ferland,VAN,LW,14,1,4,5,-3,7,15,0,0,0,0,0,40,2
Cody Goloubef,DET,D,26,1,1,2,-3,8,18,0,0,0,0,0,45,24
Valentin Zykov,VGK,RW,15,1,3,4,-2,6,19,0,1,0,0,0,20,3
Luke Witkowski,TB,RW,12,1,2,3,-4,13,10,0,0,0,0,0,38,3
Colin Miller,BUF,D,51,1,10,11,-9,22,79,1,0,3,0,0,87,40
Daniel Carr,NSH,LW,11,1,0,1,-5,4,14,0,0,0,0,0,10,2
Karson Kuhlman,BOS,C,25,1,5,6,3,13,45,0,1,0,0,0,36,8
Rasmus Asplund,BUF,C,29,1,2,3,-4,6,36,0,0,0,0,1,20,7
Klim Kostin,STL,RW,4,1,0,1,1,0,5,0,0,0,0,0,6,0
Yegor Korshkov,TOR,RW,1,1,0,1,1,0,1,0,0,0,0,0,1,0
Rudolfs Balcers,OTT,LW,15,1,2,3,-2,0,23,1,0,0,0,0,19,7
Lukas Vejdemo,MON,C,7,1,0,1,0,0,7,0,0,0,0,0,8,3
Maxim Letunov,SJ,C,3,1,0,1,0,0,3,0,0,0,0,0,0,1
Miikka Salomaki,TOR,RW,5,1,0,1,2,4,2,1,0,0,0,0,9,3
Phil Di Giuseppe,NYR,LW,20,1,3,4,1,2,35,0,0,0,0,0,38,20
Vladimir Sobotka,BUF,C,16,1,2,3,2,4,23,0,0,0,0,0,26,7
Troy Brouwer,STL,RW,13,1,0,1,1,7,12,0,0,0,0,0,24,6
Jani Hakanpaa,ANH,D,5,1,0,1,1,2,4,0,0,0,0,0,15,7
Patrik Nemeth,DET,D,64,1,8,9,-10,28,89,1,0,0,0,1,80,92
Nick Bjugstad,PIT,C,13,1,1,2,3,8,18,0,0,0,0,0,19,7
Juuso Riikola,PIT,D,36,1,6,7,3,6,38,0,0,2,0,0,74,24
Cale Fleury,MON,D,41,1,0,1,-4,6,45,0,0,0,0,0,102,45
Dylan Sikura,CHI,LW,9,1,2,3,1,0,10,0,0,0,0,0,0,2
Dean Kukan,CLS,D,33,1,4,5,-9,12,51,0,1,0,0,0,24,28
Jeremy Lauzon,BOS,D,19,1,1,2,5,29,20,0,0,0,0,0,32,23
Dakota Mermis,NJ,D,10,1,3,4,7,4,17,0,0,0,0,0,20,21
Nick Caamano,DAL,RW,12,1,1,2,2,4,13,0,0,0,0,0,17,3
Connor Carrick,NJ,D,29,1,5,6,-6,17,25,1,0,0,0,0,27,39
Josh Manson,ANH,D,50,1,8,9,-10,37,64,0,0,0,0,1,113,65
Brendan Perlini,DET,LW,40,1,3,4,-18,10,48,0,0,0,0,0,22,10
Calvin de Haan,CHI,D,29,1,5,6,10,10,42,0,0,0,0,0,93,73
Nathan Walker,STL,C,5,1,1,2,-2,4,6,0,0,0,0,0,10,1
Joakim Ryan,LA,D,35,1,4,5,-10,10,54,0,0,0,0,0,24,46
Josh Anderson,CLS,RW,26,1,3,4,-8,17,63,0,0,0,0,0,68,13
Slater Koekkoek,CHI,D,42,1,9,10,3,42,47,1,0,0,0,0,64,58
Brian Dumoulin,PIT,D,28,1,7,8,17,10,35,0,0,1,1,0,44,35
Braydon Coburn,TB,D,40,1,3,4,5,16,44,0,0,0,0,0,59,28
Luke Schenn,TB,D,25,1,2,3,-8,23,31,0,0,0,0,0,83,21
Andrew Ladd,NYI,LW,4,1,0,1,2,4,5,0,0,0,0,0,23,0
Korbinian Holzer,NSH,D,49,1,3,4,-2,37,39,0,0,0,0,1,97,96
Nathan Beaulieu,WPG,D,38,1,7,8,15,29,38,1,0,0,0,0,62,47
Mike Reilly,OTT,D,44,1,15,16,-6,24,85,1,1,8,0,1,39,46
Josh Mahura,ANH,D,11,1,3,4,-3,2,11,0,0,0,0,0,2,11
Connor Bunnaman,PHI,C,21,1,1,2,7,2,18,0,0,0,0,0,29,2
Joel L'Esperance,DAL,C,3,1,0,1,0,2,2,0,0,0,0,0,1,1
Kyle Capobianco,ARI,D,9,1,0,1,-1,2,10,0,0,0,0,0,14,10
David Kase,PHI,RW,6,1,0,1,1,0,5,1,0,0,0,0,4,1
Andrew Peeke,CLS,D,22,1,2,3,1,4,23,0,0,0,0,0,25,21
Nicolas Hague,VGK,D,38,1,10,11,0,32,54,0,1,3,0,0,69,26
Noah Dobson,NYI,D,34,1,6,7,-1,8,37,0,0,1,0,0,25,31
Rasmus Sandin,TOR,D,28,1,7,8,-7,10,22,1,0,2,0,0,33,22
Nikolai Knyzhov,SJ,D,3,0,0,0,-1,2,0,0,0,0,0,0,4,4
German Rubtsov,PHI,C,4,0,0,0,-1,0,1,0,0,0,0,0,4,4
Dryden Hunt,FLA,LW,21,0,4,4,0,24,33,0,0,0,0,0,37,7
Christian Wolanin,OTT,D,3,0,0,0,1,0,4,0,0,0,0,0,0,4
Evgeny Svechnikov,DET,LW,4,0,0,0,-1,2,7,0,0,0,0,0,5,1
Oliver Wahlstrom,NYI,RW,9,0,0,0,-2,4,9,0,0,0,0,0,10,4
Alex True,SJ,LW,12,0,4,4,1,2,12,0,0,0,0,0,23,2
Conor Timmins,COL,D,2,0,0,0,2,0,1,0,0,0,0,0,0,0
Tim Gettinger,NYR,LW,2,0,1,1,1,0,3,0,0,0,0,0,5,1
Jordan Szwarz,OTT,RW,3,0,0,0,0,2,2,0,0,0,0,0,6,1
Alex Biega,DET,D,49,0,3,3,-9,24,55,0,0,0,0,0,115,46
Brian Gibbons,CAR,C,15,0,0,0,-7,4,9,0,0,0,0,0,7,9
Roman Polak,DAL,D,41,0,4,4,-6,24,34,0,0,0,0,0,104,94
Pontus Aberg,TOR,LW,5,0,1,1,0,0,4,0,0,0,0,0,1,1
Matt Tennyson,NJ,D,20,0,3,3,-2,6,14,0,0,0,0,0,27,18
Jake Walman,STL,D,1,0,0,0,1,0,1,0,0,0,0,0,0,1
Clark Bishop,CAR,C,5,0,1,1,-2,4,4,0,0,0,0,0,5,0
Joe Hicketts,DET,D,6,0,2,2,-5,2,6,0,0,0,0,0,14,13
Anton Blidh,BOS,LW,7,0,0,0,-1,0,9,0,0,0,0,0,20,5
Tyler Lewington,WAS,D,6,0,0,0,-2,17,2,0,0,0,0,0,13,7
Steve Santini,NSH,D,2,0,0,0,1,2,1,0,0,0,0,0,3,0
Marko Dano,CLS,C,3,0,0,0,-1,2,2,0,0,0,0,0,5,3
David Savard,CLS,D,68,0,11,11,-3,35,97,0,0,2,0,0,129,163
Zach Trotman,PIT,D,8,0,0,0,-1,4,11,0,0,0,0,0,21,10
Michael Sgarbossa,WAS,LW,2,0,0,0,0,0,1,0,0,0,0,0,3,0
Chris Stewart,PHI,RW,16,0,1,1,-7,21,5,0,0,0,0,0,35,4
Mark Letestu,WPG,C,7,0,0,0,0,0,5,0,0,0,0,0,3,5
Mark Friedman,PHI,D,6,0,1,1,0,2,2,0,0,0,0,0,8,5
William Lagesson,EDM,D,8,0,0,0,-4,0,8,0,0,0,0,0,4,12
Nikolay Goldobin,FA,RW,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Riley Barber,PIT,RW,9,0,0,0,-1,2,6,0,0,0,0,0,15,1
Boo Nieves,NYR,C,4,0,0,0,2,4,2,0,0,0,0,0,3,2
Tomas Jurco,EDM,RW,12,0,2,2,1,4,7,0,0,0,0,0,4,3
Steven Fogarty,NYR,C,7,0,0,0,-1,0,2,0,0,0,0,0,4,4
Joachim Blichfeld,SJ,LW,3,0,0,0,-2,2,3,0,0,0,0,0,3,4
Michael McLeod,NJ,C,12,0,2,2,4,4,11,0,0,0,0,0,19,6
Tage Thompson,BUF,RW,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Gustav Lindstrom,DET,D,16,0,1,1,-6,14,9,0,0,1,0,0,19,15
Jack Studnicka,BOS,C,2,0,1,1,2,2,3,0,0,0,0,0,2,0
Patrick Russell,EDM,RW,45,0,5,5,-11,12,58,0,0,0,0,0,64,25
Riley Stillman,FLA,D,34,0,5,5,-3,14,39,0,0,0,0,0,59,57
Rhett Gardner,DAL,C,8,0,0,0,0,2,8,0,0,0,0,0,8,2
Max Lajoie,OTT,D,6,0,0,0,0,0,3,0,0,0,0,0,2,3
Christian Jaros,OTT,D,13,0,3,3,-2,6,5,0,0,0,0,1,14,12
C.J. Suess,WPG,LW,1,0,0,0,-1,0,0,0,0,0,0,0,1,0
Nicolas Beaudin,CHI,D,1,0,0,0,1,0,2,0,0,0,0,0,2,2
Max Veronneau,TOR,RW,4,0,0,0,-2,0,3,0,0,0,0,0,2,2
Gabriel Dumont,MIN,C,3,0,0,0,-1,0,3,0,0,0,0,0,9,2
Kevin Gravel,TOR,D,3,0,0,0,0,0,2,0,0,0,0,0,2,3
Dalton Prout,SJ,D,2,0,0,0,0,7,2,0,0,0,0,0,3,3
Nick Jensen,WAS,D,68,0,8,8,1,13,61,0,0,1,0,0,59,71
Thomas Di Pauli,PIT,C,2,0,0,0,-3,10,2,0,0,0,0,0,4,1
Dylan DeMelo,WPG,D,59,0,10,10,4,37,74,0,0,0,0,2,105,77
Matthew Peca,OTT,C,14,0,2,2,-4,0,7,0,0,0,0,0,15,4
Austin Poganski,STL,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Johnson,MIN,C,3,0,0,0,-3,0,1,0,0,0,0,0,6,0
Joel Hanley,DAL,D,8,0,2,2,0,6,4,0,0,0,0,0,3,8
John Quenneville,CHI,C,9,0,0,0,-1,0,14,0,0,0,0,0,21,3
Niko Mikkola,STL,D,5,0,1,1,3,0,10,0,0,0,0,0,5,3
Keegan Kolesar,VGK,RW,1,0,0,0,0,0,1,0,0,0,0,0,2,0
Brennan Menell,MIN,D,5,0,0,0,1,2,4,0,0,0,0,0,2,4
Gage Quinney,VGK,LW,3,0,1,1,-1,0,2,0,0,0,0,0,2,0
Eetu Luostarinen,FLA,LW,8,0,1,1,-2,0,9,0,0,0,0,0,9,2
Kale Clague,LA,D,4,0,0,0,-3,2,2,0,0,0,0,0,1,4
Julien Gauthier,NYR,RW,17,0,3,3,1,8,10,0,0,0,0,0,15,7
Otto Koivula,NYI,C,12,0,0,0,0,2,4,0,0,0,0,0,12,4
Lean Bergmann,SJ,LW,12,0,1,1,-6,4,11,0,0,0,0,0,29,5
Jonny Brodzinski,SJ,RW,3,0,1,1,0,0,5,0,0,0,0,0,3,0
John Gilmour,BUF,D,4,0,0,0,-2,0,5,0,0,0,0,0,3,3
Chase De Leo,ANH,C,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Joshua Jacobs,NJ,D,2,0,0,0,1,2,3,0,0,0,0,0,3,4
Derrick Pouliot,STL,D,2,0,0,0,-1,2,1,0,0,0,0,0,2,1
Justin Bailey,VAN,RW,2,0,0,0,0,0,1,0,0,0,0,0,4,0
Derek Forbort,CGY,D,20,0,1,1,-5,4,22,0,0,0,0,0,35,30
Andy Andreoff,PHI,C,14,0,1,1,-3,2,14,0,0,0,0,0,20,4
Cory Conacher,TB,LW,4,0,1,1,-2,4,5,0,0,0,0,0,3,1
Trevor Daley,DET,D,43,0,7,7,-22,20,37,0,0,2,0,0,9,44
Brian Lashoff,DET,D,9,0,1,1,1,6,6,0,0,0,0,0,16,7
Steve Kampfer,BOS,D,10,0,2,2,2,2,13,0,0,2,0,0,15,8
Alexandre Carrier,NSH,D,3,0,0,0,2,2,4,0,0,0,0,0,3,0
Adam Brooks,TOR,C,7,0,3,3,1,0,2,0,0,0,0,0,0,1
Brandon Hagel,CHI,LW,1,0,0,0,0,0,4,0,0,0,0,0,1,1
Isac Lundestrom,ANH,LW,15,0,4,4,-2,0,10,0,0,1,0,0,5,8
Jordan Gross,ARI,D,2,0,1,1,2,0,3,0,0,0,0,0,0,1
Kiefer Sherwood,ANH,LW,10,0,1,1,-1,6,17,0,0,0,0,0,24,4
Sheldon Dries,COL,C,5,0,0,0,-2,0,2,0,0,0,0,0,16,2
Danil Yurtaikin,SJ,LW,4,0,0,0,-1,0,2,0,0,0,0,0,3,2
Erik Brannstrom,OTT,D,31,0,4,4,-9,16,38,0,0,1,0,0,15,36
Jason Robertson,DAL,LW,3,0,1,1,0,0,4,0,0,1,0,0,1,0
Lawrence Pilut,BUF,D,13,0,0,0,-4,4,6,0,0,0,0,0,10,19
Joel Persson,FA,D,13,0,2,2,-1,2,17,0,0,0,0,0,6,10
Liam Foudy,CLS,C,2,0,1,1,1,0,3,0,0,0,0,0,3,0
Nico Sturm,MIN,C,6,0,2,2,2,0,2,0,0,0,0,0,6,5
Anton Wedin,FA,LW,4,0,0,0,1,4,2,0,0,0,0,0,5,1
Joona Luoto,WPG,RW,16,0,0,0,-3,2,9,0,0,0,0,0,10,8
Mason Marchment,FLA,LW,4,0,1,1,0,0,3,0,0,0,0,0,3,0
Libor Hajek,NYR,D,28,0,5,5,-4,12,23,0,0,0,0,0,24,44
Beck Malenstyn,WAS,C,3,0,0,0,-1,0,4,0,0,0,0,0,5,1
Colton White,NJ,D,6,0,0,0,-2,4,2,0,0,0,0,0,3,4
Anthony Richard,NSH,C,1,0,0,0,-1,0,2,0,0,0,0,0,0,0
Jacob Middleton,SJ,D,10,0,2,2,-2,9,9,0,0,0,0,0,18,5
Greg Pateryn,MIN,D,20,0,3,3,1,6,22,0,0,0,0,0,25,30
Sven Baertschi,VAN,LW,6,0,2,2,-2,4,7,0,0,2,0,0,5,0
Brett Kulak,MON,D,56,0,7,7,-1,12,101,0,0,0,0,0,59,50
Trevor Carrick,SJ,D,3,0,0,0,0,5,1,0,0,0,0,0,1,0
Xavier Ouellet,MON,D,12,0,2,2,0,4,8,0,0,0,0,0,24,15
Nick Seeler,CHI,D,12,0,1,1,-8,15,5,0,0,0,0,0,19,21
Brendan Gaunce,BOS,C,1,0,1,1,1,2,0,0,0,0,0,0,2,0
Jayson Megna,COL,LW,8,0,0,0,-1,2,4,0,0,0,0,0,10,5
Jake Bischoff,VGK,D,4,0,0,0,-2,4,6,0,0,0,0,0,8,8
Nicolas Petan,TOR,C,16,0,3,3,-4,4,19,0,0,0,0,0,7,4
Peter Cehlarik,BOS,LW,3,0,1,1,-1,2,0,0,0,0,0,0,2,2
Ben Street,NJ,C,3,0,1,1,1,0,4,0,0,0,0,0,3,0
Michael Chaput,ARI,C,2,0,0,0,-2,2,2,0,0,0,0,0,3,2
Matt Irwin,ANH,D,36,0,3,3,-15,15,58,0,0,0,0,0,80,54
Colin Wilson,COL,LW,9,0,4,4,6,0,12,0,0,0,0,0,8,2
Jonathan Ericsson,DET,D,18,0,0,0,-12,4,16,0,0,0,0,0,24,14
Kris Russell,EDM,D,55,0,9,9,0,14,45,0,0,0,0,1,71,101
Martin Fehervary,WAS,D,6,0,1,1,-2,6,7,0,0,0,0,0,14,2
Zach Whitecloud,VGK,D,16,0,1,1,3,4,9,0,0,0,0,0,10,16
Calle Rosen,TOR,D,12,0,3,3,0,4,14,0,0,0,0,0,3,7
Timothy Liljegren,TOR,D,11,0,1,1,-5,2,2,0,0,0,0,0,8,10
Joshua Norris,OTT,C,3,0,0,0,2,0,9,0,0,0,0,0,3,2
Jaret Anderson-Dolan,LA,C,4,0,0,0,-1,0,2,0,0,0,0,0,3,0
Alexander Volkov,TB,LW,9,0,1,1,-6,6,7,0,0,0,0,0,10,2
Alexander Yelesin,CGY,D,4,0,0,0,0,0,2,0,0,0,0,0,13,0
Trent Frederic,BOS,C,2,0,0,0,-1,0,1,0,0,0,0,0,8,0
Sami Niku,WPG,D,17,0,5,5,-2,12,27,0,0,0,0,0,16,19
Andrei Chibisov,WPG,RW,2,0,0,0,0,0,1,0,0,0,0,0,1,1
Mark Barberio,COL,D,21,0,2,2,3,16,29,0,0,0,0,0,13,19
Brandon Davidson,SJ,D,12,0,0,0,-3,0,17,0,0,0,0,0,24,20
Brandon Pirri,VGK,C,16,0,2,2,-4,8,24,0,0,0,0,0,16,5
Gustav Olofsson,MON,D,3,0,0,0,-4,2,2,0,0,0,0,0,1,6
Paul Carey,BOS,RW,1,0,0,0,-1,0,0,0,0,0,0,0,0,1
T.J. Tynan,COL,C,16,0,1,1,-1,2,7,0,0,0,0,0,7,3
Jonathan Davidsson,OTT,RW,6,0,1,1,0,0,3,0,0,0,0,0,5,1
Tobias Bjornfot,LA,D,3,0,0,0,-4,0,0,0,0,0,0,0,0,0
Lias Andersson,NYR,LW,17,0,1,1,-8,4,13,0,0,0,0,0,20,8
Calvin Thurkauf,CLS,LW,3,0,0,0,0,0,1,0,0,0,0,0,5,0
Tyler Benson,EDM,LW,7,0,1,1,-1,0,5,0,0,0,0,0,3,1
Janne Kuokkanen,NJ,LW,1,0,0,0,0,0,0,0,0,0,0,0,3,0
Zachary Senyshyn,BOS,RW,4,0,2,2,1,0,1,0,0,0,0,0,2,1
Aaron Ness,ARI,D,24,0,1,1,1,0,11,0,0,0,0,0,17,20
Jason Demers,ARI,D,50,0,11,11,5,25,53,0,0,0,0,1,76,70
Justin Abdelkader,DET,LW,49,0,3,3,-14,25,40,0,0,0,0,0,103,26
Jean-Sebastien Dea,BUF,C,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Ashton Sautner,VAN,D,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Andreas Englund,OTT,D,24,0,3,3,-8,12,10,0,0,0,0,0,58,16
Paul LaDue,LA,D,2,0,1,1,0,0,2,0,0,0,0,0,2,3
Carl Dahlstrom,WPG,D,15,0,1,1,-4,6,9,0,0,0,0,0,5,13
Danny DeKeyser,DET,D,8,0,4,4,0,4,12,0,0,0,0,0,6,18
Samuel Morin,PHI,D,1,0,0,0,-1,0,0,0,0,0,0,0,2,0
Anthony Bitetto,WPG,D,51,0,8,8,3,32,54,0,0,0,0,1,145,50
Dalton Smith,BUF,LW,1,0,0,0,1,2,0,0,0,0,0,0,0,0
Dylan McIlrath,DET,D,16,0,0,0,-4,23,14,0,0,0,0,0,48,12
Kevin Connauton,COL,D,4,0,0,0,-2,0,4,0,0,0,0,0,6,6
Dan Hamhuis,NSH,D,60,0,8,8,6,35,44,0,0,0,0,0,64,53
Karl Alzner,MON,D,4,0,0,0,-1,0,4,0,0,0,0,0,1,4
Lukas Radil,SJ,LW,14,0,0,0,-3,8,12,0,0,0,0,0,16,2
Otto Leskinen,MON,D,5,0,0,0,0,0,2,0,0,0,0,0,13,1
Urho Vaakanainen,BOS,D,5,0,0,0,2,0,2,0,0,0,0,0,8,3
Henrik Borgstrom,FLA,C,4,0,0,0,-2,2,3,0,0,0,0,0,1,0
Carl Grundstrom,LA,LW,13,0,4,4,2,8,16,0,0,0,0,0,29,4
Lucas Carlsson,CHI,D,6,0,1,1,3,0,3,0,0,0,0,0,11,6
Mathieu Olivier,NSH,RW,8,0,1,1,1,4,6,0,0,0,0,0,17,1
Brett Seney,NJ,LW,2,0,0,0,-1,0,1,0,0,0,0,0,2,0
Cameron Hughes,BOS,C,1,0,0,0,-1,0,0,0,0,0,0,0,1,2
Kole Sherwood,CLS,C,3,0,0,0,0,2,6,0,0,0,0,0,10,1
Ilya Lyubushkin,ARI,D,51,0,4,4,4,18,41,0,0,0,0,0,151,53
Jean-Christophe Beaudin,OTT,C,22,0,1,1,-4,7,18,0,0,0,0,0,51,11
Gabriel Carlsson,CLS,D,6,0,0,0,-1,2,3,0,0,0,0,0,5,0
Anton Lindholm,COL,D,4,0,1,1,1,0,1,0,0,0,0,0,5,5
Ryan MacInnis,CLS,C,10,0,1,1,1,0,13,0,0,0,0,0,8,3
