,,,,Overall,,,,,,,PP,,SH,,Defense,
Ross Johnston,NYI,LW,17,1,3,4,3,23,12,0,0,0,0,0,43,1
Michael Bunting,ARI,LW,5,1,0,1,0,2,5,0,0,0,0,0,6,1
Jordan Kyrou,STL,RW,16,1,2,3,-1,4,16,0,0,0,0,0,2,3
Dante Fabbro,NSH,D,4,1,0,1,-1,0,5,0,0,0,0,0,3,6
Filip Zadina,DET,LW,9,1,2,3,-5,0,18,0,1,1,0,0,6,3
Brenden Dillon,WAS,D,82,1,21,22,19,61,71,0,0,0,1,0,202,78
Jack Johnson,PIT,D,82,1,12,13,-4,41,86,0,1,1,0,2,233,147
Martin Hanzal,DAL,C,7,1,1,2,-4,4,14,0,1,0,0,0,14,4
Martin Marincin,TOR,D,24,1,4,5,-4,12,34,0,0,0,0,0,21,21
Chris Butler,FA,D,13,1,1,2,3,0,10,0,0,0,0,0,17,17
Alex Formenton,OTT,LW,9,1,0,1,-2,6,16,0,0,0,0,0,11,7
Par Lindholm,BOS,C,65,1,12,13,5,18,65,0,0,0,0,0,58,55
Radim Simek,SJ,D,41,1,8,9,7,8,41,1,0,0,0,0,67,34
Philippe Myers,PHI,D,21,1,1,2,-5,2,25,0,0,0,0,0,42,8
Mikhail Vorobyov,PHI,C,15,1,1,2,0,2,10,0,0,0,0,0,4,4
Zachary Senyshyn,BOS,RW,2,1,0,1,0,0,4,0,0,0,0,0,1,0
Libor Hajek,NYR,D,5,1,0,1,1,6,10,0,0,0,0,0,5,3
Lawrence Pilut,BUF,D,33,1,5,6,-8,20,37,0,0,0,0,0,20,33
Andreas Martinsen,FA,LW,24,1,3,4,-5,14,21,0,0,0,0,0,83,9
Rourke Chartier,FA,C,13,1,0,1,-5,2,19,0,0,0,0,0,14,3
Nikita Scherbak,FA,RW,8,1,0,1,-4,2,12,0,0,0,0,0,9,1
Brendan Gaunce,BOS,C,3,1,2,3,3,0,2,1,0,0,0,0,4,0
Ian McCoshen,CHI,D,19,1,1,2,-2,8,15,0,0,0,0,0,41,13
Nicolas Petan,TOR,C,18,1,2,3,-5,2,15,1,0,0,0,0,2,4
Christian Djoos,ANH,D,45,1,9,10,9,4,33,0,0,0,0,0,18,28
Greg Pateryn,MIN,D,80,1,6,7,-11,41,100,0,0,0,0,0,144,118
Tomas Hyka,FA,RW,17,1,3,4,-2,2,22,0,0,2,0,0,6,5
Joe Morrow,FA,D,41,1,6,7,0,20,40,0,0,0,0,0,37,37
Tomas Plekanec,FA,C,3,1,0,1,0,0,8,0,0,0,0,0,1,1
Erik Condra,COL,RW,6,1,0,1,-2,2,10,0,0,0,0,0,3,1
Matt Irwin,ANH,D,44,1,6,7,5,38,50,0,0,0,0,0,80,37
Mark Barberio,COL,D,12,1,0,1,-6,4,11,0,0,0,0,0,13,14
Josh Brown,FLA,D,37,1,1,2,-3,28,28,0,0,0,0,0,80,31
Olli Maatta,CHI,D,60,1,13,14,9,12,74,1,1,3,0,0,97,116
Matt Bartkowski,MIN,D,2,1,0,1,2,0,2,0,0,0,0,0,1,1
Cody McLeod,FA,LW,38,1,0,1,-13,67,22,0,0,0,0,0,112,10
Josh Ho-Sang,NYI,RW,10,1,1,2,2,6,10,0,0,0,0,0,0,3
Noah Juulsen,MON,D,21,1,4,5,5,6,22,0,0,0,0,0,60,39
Vinni Lettieri,NYR,C,27,1,2,3,-7,14,40,0,1,1,0,0,41,11
Calle Rosen,TOR,D,4,1,0,1,-3,0,5,0,0,0,0,0,1,2
Sami Niku,WPG,D,30,1,3,4,0,2,19,0,0,0,0,0,10,30
Taro Hirose,DET,LW,10,1,6,7,0,2,15,1,0,1,0,0,1,9
Alexandre Texier,CLS,C,2,1,0,1,3,0,6,0,0,0,0,0,2,1
Casey Nelson,BUF,D,38,1,5,6,1,13,37,0,0,0,0,0,44,36
Caleb Jones,EDM,D,17,1,5,6,-9,6,21,0,0,1,0,0,20,18
Ben Harpur,NSH,D,51,1,4,5,-13,56,50,0,0,0,0,0,89,69
Corban Knight,FA,C,23,1,3,4,-5,0,15,0,0,0,0,0,9,13
Mirco Mueller,NJ,D,53,1,10,11,-3,17,39,0,0,0,0,0,75,61
Daniel Carr,NSH,LW,6,1,0,1,-1,0,11,0,0,0,0,0,9,3
Jaycob Megna,VGK,D,28,1,3,4,-1,12,31,0,0,0,0,0,32,29
John Quenneville,CHI,C,19,1,0,1,-1,4,16,1,0,0,0,0,21,7
Kalle Kossila,TOR,C,8,1,0,1,-1,4,11,1,0,0,0,0,5,3
A.J. Greer,COL,LW,15,1,1,2,-2,14,9,0,0,0,0,0,20,5
Filip Chlapik,OTT,C,5,1,0,1,-2,4,9,0,0,0,0,0,1,4
Juuso Valimaki,CGY,D,24,1,2,3,-2,12,28,1,0,0,0,0,21,43
Eeli Tolvanen,NSH,LW,4,1,1,2,2,0,2,0,0,1,0,0,4,2
Phil Di Giuseppe,NYR,LW,24,1,3,4,-3,8,31,0,0,0,0,0,54,9
Martin Frk,LA,RW,30,1,5,6,-9,4,28,0,1,0,0,0,35,4
Dominic Toninato,FLA,LW,2,1,0,1,0,0,1,0,0,0,0,0,0,1
Dalton Prout,SJ,D,20,1,1,2,1,8,14,0,0,0,0,0,36,20
Darren Archibald,OTT,RW,12,1,1,2,-3,12,10,0,0,0,0,0,10,4
Matt Read,TOR,RW,12,1,0,1,-2,2,13,0,0,0,0,0,11,8
Andy Welinski,PHI,D,26,1,3,4,-5,8,32,0,0,0,0,0,47,18
Max McCormick,CAR,LW,14,1,0,1,-6,4,12,0,0,0,0,0,21,6
Zac Rinaldo,CGY,C,23,1,2,3,1,20,11,1,0,0,0,0,47,8
Patrik Nemeth,DET,D,74,1,9,10,5,53,57,0,0,0,0,1,137,131
Korbinian Holzer,NSH,D,22,1,3,4,5,8,15,0,0,0,0,0,61,38
Jori Lehtera,FA,C,27,1,2,3,-7,33,17,0,0,0,0,0,29,7
Roman Polak,DAL,D,77,1,8,9,6,69,77,0,0,0,0,0,191,152
Matt Beleskey,NYR,LW,4,1,0,1,1,5,3,0,0,0,0,0,7,1
Jason Garrison,FA,D,17,1,0,1,1,8,16,0,1,0,0,0,13,23
Chad Ruhwedel,PIT,D,18,1,1,2,-9,4,22,1,0,0,0,0,40,16
Steve Santini,NSH,D,39,1,3,4,-6,16,41,0,0,0,0,0,80,43
Ryan Murray,CLS,D,56,1,28,29,20,10,71,0,0,1,0,0,27,93
Clark Bishop,CAR,C,20,1,2,3,-3,6,16,0,0,0,0,0,39,5
Sonny Milano,ANH,LW,8,1,0,1,0,0,5,0,0,0,0,0,5,0
Tyler Lewington,WAS,D,2,1,1,2,3,7,3,0,0,0,0,0,4,1
Denis Gurianov,DAL,RW,21,1,3,4,-3,0,23,0,0,1,0,0,23,9
Josh Mahura,ANH,D,17,1,4,5,0,4,20,0,0,3,0,0,6,18
Dillon Dube,CGY,C,25,1,4,5,2,4,22,0,0,0,0,0,11,3
Kailer Yamamoto,EDM,LW,17,1,1,2,-6,2,13,0,0,1,0,0,18,11
Nick Paul,OTT,LW,20,1,1,2,-10,4,30,0,0,0,0,0,28,4
Mark Borowiecki,OTT,D,53,1,4,5,-12,89,59,0,0,0,0,0,212,93
Matt Puempel,DET,LW,8,1,0,1,-2,2,10,0,1,0,0,0,4,5
Mark Pysyk,FLA,D,70,1,10,11,-1,26,64,0,0,0,0,1,133,89
Michael Del Zotto,ANH,D,42,1,9,10,-2,8,45,0,0,0,0,0,129,53
Calvin de Haan,CHI,D,74,1,13,14,1,20,102,1,0,0,0,0,187,106
Evan Bouchard,EDM,D,7,1,0,1,-5,2,10,0,1,0,0,0,6,8
Martin Necas,CAR,C,7,1,1,2,0,2,6,0,0,0,0,0,3,2
Christian Jaros,OTT,D,61,1,9,10,-14,27,65,0,0,2,0,0,110,82
Jeremy Lauzon,BOS,D,16,1,0,1,-1,2,11,1,0,0,0,0,15,15
Anders Bjork,BOS,LW,20,1,2,3,-1,2,18,0,0,0,0,0,9,12
Dylan Sikura,CHI,LW,33,0,8,8,2,0,52,0,0,0,0,0,3,10
Dean Kukan,CLS,D,25,0,5,5,6,6,16,0,0,0,0,0,16,21
Mark Friedman,PHI,D,1,0,0,0,-1,0,1,0,0,0,0,0,1,0
Dakota Mermis,NJ,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Michael McLeod,NJ,C,21,0,3,3,-8,13,21,0,0,0,0,0,41,4
Patrick Russell,EDM,RW,6,0,0,0,0,2,6,0,0,0,0,0,9,2
Tanner Fritz,NYI,LW,8,0,1,1,-3,2,6,0,0,0,0,0,18,6
Victor Mete,MON,D,71,0,13,13,17,6,65,0,0,0,0,0,21,95
Riley Stillman,FLA,D,1,0,0,0,0,2,1,0,0,0,0,0,5,0
Ryan Kuffner,EDM,LW,10,0,0,0,-4,0,8,0,0,0,0,0,4,5
Brogan Rafferty,VAN,D,2,0,0,0,-1,0,3,0,0,0,0,0,0,2
Jimmy Schuldt,VGK,D,1,0,1,1,-1,0,1,0,0,0,0,0,0,1
Jordan Nolan,STL,RW,14,0,2,2,2,14,17,0,0,0,0,0,22,4
Justin Holl,TOR,D,11,0,1,1,-5,2,6,0,0,0,0,0,9,5
Zach Trotman,PIT,D,13,0,1,1,4,4,16,0,0,1,0,0,20,18
Andrew MacDonald,FA,D,47,0,9,9,-5,18,41,0,0,0,0,2,30,95
Mark Letestu,WPG,C,2,0,0,0,-1,0,1,0,0,0,0,0,3,0
Adam Cracknell,FA,C,2,0,0,0,-1,0,3,0,0,0,0,0,6,0
David Schlemko,FA,D,18,0,2,2,-1,4,29,0,0,2,0,0,29,45
Steven Fogarty,NYR,C,10,0,0,0,-1,0,9,0,0,0,0,0,6,3
Danny O'Regan,NYR,C,1,0,0,0,0,0,2,0,0,0,0,0,0,0
Jordan Schmaltz,NYI,D,20,0,2,2,-7,2,11,0,0,0,0,0,10,22
Kristian Vesalainen,WPG,LW,5,0,1,1,0,0,1,0,0,0,0,0,1,1
Brady Keeper,FLA,D,1,0,0,0,1,0,1,0,0,0,0,0,2,1
Daniel Brickley,LA,D,4,0,1,1,-2,0,2,0,0,0,0,0,5,4
Sheldon Rempal,LA,LW,7,0,0,0,-1,0,3,0,0,0,0,0,0,1
Dylan Gambrell,SJ,C,8,0,0,0,1,2,6,0,0,0,0,0,13,1
Brandon Gignac,NJ,C,1,0,0,0,-2,0,1,0,0,0,0,0,0,1
Tim Gettinger,NYR,LW,4,0,0,0,0,0,2,0,0,0,0,0,15,3
Zack MacEwen,VAN,C,4,0,1,1,-4,5,2,0,0,0,0,0,4,1
Kyle Capobianco,ARI,D,2,0,0,0,-2,0,1,0,0,0,0,0,2,2
Nathan Walker,STL,C,3,0,1,1,1,2,2,0,0,0,0,0,5,0
Julius Honka,DAL,D,29,0,4,4,-2,10,38,0,0,0,0,0,16,31
Joe Hicketts,DET,D,11,0,0,0,-9,0,16,0,0,0,0,0,17,27
Colin Blackwell,NSH,C,6,0,0,0,-1,2,5,0,0,0,0,0,10,3
Matt Tennyson,NJ,D,4,0,0,0,-4,0,4,0,0,0,0,0,10,2
Connor Clifton,BOS,D,19,0,1,1,5,15,22,0,0,0,0,0,40,13
Anton Blidh,BOS,LW,1,0,0,0,0,0,0,0,0,0,0,0,6,1
Remi Elie,BUF,LW,16,0,1,1,-3,2,9,0,0,0,0,0,30,3
Marko Dano,CLS,C,8,0,0,0,-1,7,3,0,0,0,0,0,16,3
Kevin Roy,PIT,C,3,0,0,0,-1,0,2,0,0,0,0,0,0,2
Joakim Ryan,LA,D,44,0,7,7,-1,15,35,0,0,0,0,0,43,39
Anthony Peluso,EDM,RW,4,0,0,0,-1,7,1,0,0,0,0,0,4,0
Luke Schenn,TB,D,26,0,2,2,-10,16,30,0,0,0,0,0,105,39
Thomas Hickey,NYI,D,40,0,4,4,5,33,47,0,0,0,0,1,40,71
Brad Malone,EDM,C,16,0,0,0,0,4,13,0,0,0,0,0,35,5
Kevan Miller,BOS,D,39,0,7,7,8,35,32,0,0,0,0,0,73,79
Luca Sbisa,WPG,D,9,0,1,1,0,4,5,0,0,0,0,0,17,7
Michael Stone,CGY,D,14,0,5,5,0,10,12,0,0,0,0,0,27,16
Matt Hunwick,BUF,D,14,0,2,2,-7,4,10,0,0,0,0,0,6,9
Matt Hendricks,FA,LW,26,0,3,3,-2,19,23,0,0,0,0,0,40,8
Andrej Sekera,DAL,D,24,0,4,4,3,6,28,0,0,1,0,0,17,21
Lee Stempniak,FA,RW,2,0,0,0,-1,0,0,0,0,0,0,0,2,0
Kevin Gravel,TOR,D,36,0,3,3,-2,4,44,0,0,0,0,0,31,53
Matt Donovan,NSH,D,2,0,1,1,0,2,1,0,0,0,0,0,0,3
Andrej Sustr,FA,D,5,0,0,0,0,6,6,0,0,0,0,0,3,7
Luke Johnson,MIN,C,15,0,1,1,-8,8,19,0,0,1,0,0,31,9
Joel Hanley,DAL,D,16,0,0,0,0,2,9,0,0,0,0,0,16,16
Logan O'Connor,COL,C,5,0,0,0,-2,0,1,0,0,0,0,0,4,1
Blake Lizotte,LA,LW,1,0,0,0,-1,0,1,0,0,0,0,0,0,1
Jacob Larsson,ANH,D,49,0,5,5,-4,16,57,0,0,0,0,0,41,59
John Gilmour,BUF,D,5,0,0,0,-3,4,9,0,0,0,0,0,3,13
Justin Bailey,VAN,RW,11,0,1,1,0,2,5,0,0,0,0,0,9,5
Cory Conacher,TB,LW,1,0,0,0,0,2,1,0,0,0,0,0,0,0
Jake Dotchin,STL,D,20,0,1,1,-4,39,7,0,0,0,0,1,54,16
Luke Witkowski,TB,RW,34,0,2,2,-5,23,14,0,0,0,0,0,67,27
Brian Lashoff,DET,D,4,0,1,1,-1,2,2,0,0,0,0,0,3,4
Justin Falk,FA,D,10,0,0,0,-4,11,7,0,0,0,0,0,36,9
Cody Goloubef,DET,D,5,0,0,0,0,2,3,0,0,0,0,0,13,5
Erik Burgdoerfer,WAS,D,4,0,0,0,-1,2,2,0,0,0,0,0,16,0
Zac Dalpe,CLS,C,1,0,1,1,1,0,1,0,0,0,0,0,0,0
Cameron Gaunce,TB,D,2,0,0,0,3,7,2,0,0,0,0,0,4,1
Dmitry Kulikov,WPG,D,57,0,6,6,4,47,40,0,0,0,0,0,88,71
Anthony Greco,SJ,C,1,0,0,0,-3,0,2,0,0,0,0,0,0,0
Kevin Stenlund,CLS,C,4,0,0,0,0,4,3,0,0,0,0,0,3,1
Dennis Gilbert,CHI,D,1,0,0,0,0,2,0,0,0,0,0,0,6,1
Will Borgen,BUF,D,4,0,0,0,-5,0,2,0,0,0,0,0,12,3
Joshua Jacobs,NJ,D,1,0,0,0,-1,0,1,0,0,0,0,0,2,1
Juho Lammikko,FLA,RW,40,0,6,6,-7,6,39,0,0,0,0,1,45,21
Chase De Leo,ANH,C,1,0,0,0,1,0,4,0,0,0,0,0,1,0
Jakub Zboril,BOS,D,2,0,0,0,0,0,1,0,0,0,0,0,3,0
Eric Robinson,CLS,LW,13,0,0,0,-4,0,18,0,0,0,0,0,24,1
Isac Lundestrom,ANH,LW,15,0,2,2,-1,2,13,0,0,0,0,0,4,5
Benjamin Gleason,DAL,D,4,0,1,1,-1,0,2,0,0,0,0,0,2,1
Bogdan Kiselevich,FA,D,32,0,8,8,-3,12,14,0,0,0,0,0,49,21
Maxim Mamin,FLA,LW,7,0,0,0,-2,5,8,0,0,0,0,0,10,1
Nick Lappin,STL,RW,11,0,0,0,-6,0,11,0,0,0,0,0,16,3
Trent Frederic,BOS,C,15,0,0,0,-4,15,19,0,0,0,0,0,18,3
Vitali Abramov,OTT,RW,1,0,0,0,-3,0,0,0,0,0,0,0,0,1
Rem Pitlick,NSH,C,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Jakub Jerabek,FA,D,1,0,0,0,-3,2,1,0,0,0,0,0,0,1
Jaret Anderson-Dolan,LA,C,5,0,1,1,-2,0,6,0,0,0,0,0,5,2
Nicolas Roy,VGK,C,6,0,0,0,0,2,1,0,0,0,0,0,7,1
Cooper Marody,EDM,C,6,0,0,0,-1,0,6,0,0,0,0,0,0,0
Nikita Soshnikov,FA,LW,5,0,0,0,-1,0,1,0,0,0,0,0,5,2
Haydn Fleury,CAR,D,20,0,1,1,4,2,17,0,0,0,0,0,25,21
Jake Chelios,FA,D,5,0,0,0,0,2,5,0,0,0,0,0,7,5
Josh Teves,VAN,D,1,0,0,0,-1,2,0,0,0,0,0,0,4,1
Stephen Gionta,FA,C,5,0,0,0,-4,0,4,0,0,0,0,0,14,2
Curtis Lazar,BUF,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,1
Kurtis MacDermid,LA,D,11,0,1,1,-1,11,5,0,0,0,0,0,26,4
Alex Petrovic,BOS,D,35,0,2,2,-15,26,47,0,0,0,0,0,116,53
Brandon Davidson,SJ,D,10,0,1,1,-4,15,7,0,0,0,0,0,17,15
Kyle Rau,MIN,C,6,0,1,1,0,0,6,0,0,0,0,0,11,2
Blake Pietila,ANH,LW,19,0,1,1,-7,6,22,0,0,0,0,0,36,8
Scott Wilson,BUF,LW,15,0,3,3,-8,4,25,0,0,0,0,0,29,2
Paul Carey,BOS,RW,7,0,0,0,0,0,4,0,0,0,0,0,3,3
Mark Alt,COL,D,2,0,0,0,0,0,2,0,0,0,0,0,0,2
Michael Chaput,ARI,C,32,0,5,5,-4,14,31,0,0,0,0,0,53,17
Sam Carrick,ANH,C,6,0,1,1,-1,2,5,0,0,0,0,0,15,2
Patrick Eaves,ANH,RW,7,0,0,0,-4,4,6,0,0,0,0,0,14,1
Niklas Hjalmarsson,ARI,D,82,0,10,10,8,44,57,0,0,0,0,2,45,187
Adam Clendening,CLS,D,4,0,0,0,1,0,3,0,0,0,0,0,1,3
Xavier Ouellet,MON,D,19,0,3,3,-3,13,32,0,0,0,0,0,32,30
Trevor Carrick,SJ,D,1,0,0,0,-1,5,0,0,0,0,0,0,1,1
Valeri Nichushkin,COL,LW,57,0,10,10,-4,0,65,0,0,0,0,0,71,32
Nicolas Aube-Kubel,PHI,C,9,0,0,0,1,0,2,0,0,0,0,0,14,0
Jacob Middleton,SJ,D,3,0,1,1,-1,2,0,0,0,0,0,0,1,2
Jack Rodewald,FLA,RW,6,0,0,0,0,0,2,0,0,0,0,0,8,3
Brendan Guhle,ANH,D,8,0,1,1,-2,4,15,0,0,0,0,0,9,7
Guillaume Brisebois,VAN,D,8,0,0,0,-4,0,5,0,0,0,0,0,3,7
Colton White,NJ,D,3,0,0,0,-2,2,1,0,0,0,0,0,2,2
Anthony Richard,NSH,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,1
Logan Brown,OTT,C,2,0,0,0,-2,0,2,0,0,0,0,0,0,1
Adam Johnson,PIT,C,6,0,2,2,2,0,3,0,0,0,0,0,11,3
Quinn Hughes,VAN,D,5,0,3,3,0,2,6,0,0,2,0,0,1,1
Nico Sturm,MIN,C,2,0,0,0,0,0,7,0,0,0,0,0,3,2
Erik Brannstrom,OTT,D,2,0,0,0,0,0,0,0,0,0,0,0,1,1
Ryan Lindgren,NYR,D,5,0,0,0,-6,8,8,0,0,0,0,0,11,9
Justin Kloos,FA,C,1,0,0,0,0,0,2,0,0,0,0,0,2,0
Danick Martel,FLA,C,9,0,2,2,3,8,16,0,0,0,0,0,12,1
Ashton Sautner,VAN,D,17,0,1,1,-2,2,21,0,0,0,0,0,25,17
Dominic Turgeon,DET,C,4,0,0,0,-3,0,2,0,0,0,0,0,3,3
Louis Belpedio,MIN,D,2,0,0,0,0,0,0,0,0,0,0,0,1,4
Nelson Nogier,WPG,D,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Andreas Englund,OTT,D,3,0,0,0,-2,10,2,0,0,0,0,0,5,2
Jonas Siegenthaler,WAS,D,26,0,4,4,6,10,12,0,0,0,0,0,31,44
Janne Kuokkanen,NJ,LW,7,0,0,0,-2,4,6,0,0,0,0,0,0,3
Libor Sulak,FA,D,6,0,0,0,-4,6,7,0,0,0,0,0,18,5
Joseph Gambardella,EDM,C,15,0,3,3,2,2,7,0,0,0,0,0,14,5
Jacob Nilsson,CHI,C,2,0,0,0,-2,0,0,0,0,0,0,0,1,1
Henri Jokiharju,BUF,D,38,0,12,12,-7,16,62,0,0,1,0,0,48,37
Eric Tangradi,FA,LW,6,0,1,1,-3,0,10,0,0,0,0,0,11,4
Eric Gryba,FA,D,10,0,0,0,-1,10,11,0,0,0,0,0,21,16
Chris Thorburn,FA,RW,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Derek MacKenzie,FA,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Pyatt,FA,C,37,0,2,2,-16,2,29,0,0,0,0,0,15,46
Justin Dowling,DAL,C,11,0,1,1,-4,0,9,0,0,0,0,0,11,7
Stefan Elliott,FA,D,3,0,1,1,1,0,3,0,0,0,0,0,2,1
Reid Boucher,FA,RW,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Tobias Rieder,CGY,RW,67,0,11,11,-8,8,92,0,0,2,0,0,69,44
Cameron Schilling,WPG,D,4,0,1,1,0,0,2,0,0,0,0,0,3,5
Kerby Rychel,FA,LW,2,0,0,0,-1,0,1,0,0,0,0,0,3,1
Joseph Blandisi,MON,C,9,0,0,0,-1,6,8,0,0,0,0,0,10,1
Dillon Heatherington,DAL,D,5,0,1,1,4,0,5,0,0,0,0,0,6,2
Carl Dahlstrom,WPG,D,38,0,6,6,9,6,42,0,0,0,0,1,33,35
Tyrell Goulbourne,VGK,LW,2,0,0,0,0,0,3,0,0,0,0,0,6,0
Urho Vaakanainen,BOS,D,2,0,0,0,-1,0,2,0,0,0,0,0,0,0
Jake Bean,CAR,D,2,0,0,0,0,2,1,0,0,0,0,0,1,0
Ilya Lyubushkin,ARI,D,41,0,4,4,-9,13,27,0,0,0,0,0,150,61
Christian Folin,MON,D,45,0,6,6,6,27,47,0,0,0,0,0,125,78
Samuel Morin,PHI,D,5,0,0,0,-3,4,5,0,0,0,0,0,9,7
Laurent Dauphin,MON,C,1,0,0,0,-1,0,2,0,0,0,0,0,0,1
Anton Lindholm,COL,D,2,0,0,0,-1,0,0,0,0,0,0,0,1,1
Gabriel Carlsson,CLS,D,1,0,0,0,-1,2,1,0,0,0,0,0,0,0
Kole Sherwood,CLS,C,2,0,0,0,0,0,2,0,0,0,0,0,10,1
Ryan Lomberg,CGY,LW,4,0,0,0,0,17,1,0,0,0,0,0,12,0
Dan Hamhuis,NSH,D,57,0,5,5,-2,28,39,0,0,0,0,0,38,61
Marc Methot,FA,D,9,0,0,0,-3,6,3,0,0,0,0,0,15,10
Karl Alzner,MON,D,9,0,1,1,1,2,8,0,0,0,0,0,13,10
Dylan McIlrath,DET,D,7,0,0,0,2,4,6,0,0,0,0,0,19,7
Nate Prosser,PHI,D,15,0,0,0,1,2,10,0,0,0,0,0,17,13
Anthony Bitetto,WPG,D,36,0,3,3,-7,12,30,0,0,0,0,0,80,36
Ryan Murphy,FA,D,3,0,1,1,1,0,1,0,0,1,0,0,1,3
Wade Megan,FA,C,11,0,1,1,-4,2,16,0,0,0,0,0,4,4
